iata,name,city,state,latitude,longitude,routes
13N,Trinca,Andover,NJ,40.96676444,-74.78016556,0
14J,Carl Folsom,Elba,AL,31.40988861,-86.08883583,0
14M,Hollandale Municipal,Hollandale,MS,33.18262167,-90.83065444,0
14Y,Todd Field,Long Prairie,MN,45.89857556,-94.87391,0
15F,Haskell Municipal,Haskell,TX,33.19155556,-99.71793056,0
15J,Cook County,Adel,GA,31.13780556,-83.45308333,0
15M,Luka,Luka,MS,34.7723125,-88.16587444,0
15Z,McCarthy 2,McCarthy,AK,61.43706083,-142.9037372,0
16A,Nunapitchuk,Nunapitchuk,AK,60.90582833,-162.4391158,0
16G,Seneca County,Tiffin,OH,41.09405556,-83.2125,0
16J,Dawson Municipal,Dawson,GA,31.74328472,-84.419285,0
16S,Myrtle Creek Municipal,Myrtle Creek,OR,42.99845056,-123.3095092,0
17G,Port Bucyrus-Crawford County,Bucyrus,OH,40.78141667,-82.97469444,0
17J,Donalsonville Municipal,Donalsonville,GA,31.00694444,-84.87761111,0
17K,Boise City,Boise City,OK,36.77430028,-102.5104364,0
17M,Magee Municipal,Magee,MS,31.86127139,-89.80285361,0
17N,Cross Keys,Cross Keys,NJ,39.70547583,-75.03300306,0
17Z,Manokotak,Manokotak,AK,58.98896583,-159.0499739,0
18A,Franklin County,Canon,GA,34.34010472,-83.13348333,0
18I,McCreary County,Pine Knot,KY,36.69591306,-84.39160389,0
19A,Jackson County,Jefferson,GA,34.17402472,-83.56066528,0
19M,C A Moore,Lexington,MS,33.12546111,-90.02555694,0
19N,Camden,Berlin,NJ,39.77842056,-74.94780389,0
19P,Port Protection SPB,Port Protection,AK,56.32880417,-133.6100844,0
1A3,Martin Campbell,Copperhill,TN,35.01619111,-84.34631083,0
1A5,Macon County,Franklin,NC,35.222595,-83.41904389,0
1A6,Middlesboro-Bell County,Middlesboro,KY,36.6106375,-83.73741611,0
1A7,Jackson County,Gainesboro,TN,36.39728139,-85.64164278,0
1A9,Autauga County,Prattville,AL,32.438775,-86.51044778,0
1B0,Dexter Regional,Dexter,ME,45.00839444,-69.23976722,0
1B1,Columbia Cty,Hudson,NY,42.29130028,-73.71031944,0
1B3,Fair Haven,Fair Haven,VT,43.61534389,-73.27455556,0
1B9,Mansfield Municipal,Mansfield,MA,42.00013306,-71.19677139,0
1C5,Clow,Chicago/Plainfield,IL,41.69597444,-88.12923056,0
1D1,Milbank Municipal,Milbank,SD,45.23053806,-96.56596556,0
1D2,Canton -Plymouth -  Mettetal,Plymouth,MI,42.35003667,-83.45826833,0
1D3,Platte Municipal,Platte,SD,43.40332833,-98.82952972,0
1D6,Hector Municipal,Hector,MN,44.73107278,-94.71471333,0
1D7,Webster Municipal,Webster,SD,45.29329111,-97.51369889,0
1D8,Redfield Municipal,Redfield,SD,44.86247611,-98.52953972,0
1F0,Downtown Ardmore,Ardmore,OK,34.14698917,-97.12265194,0
1F1,Lake Murray State Park,Overbrook,OK,34.07509694,-97.10667917,0
1F4,Madill Municipal,Madill,OK,34.14040194,-96.81203222,0
1F9,Bridgeport Municipal,Bridgeport,TX,33.17533333,-97.82838889,0
1G0,Wood County,Bowling Green,OH,41.391000000000005,-83.63013889,0
1G3,Kent State University,Kent,OH,41.15186167,-81.41658306,0
1G4,Grand Canyon West,Peach Springs,AZ,35.99221,-113.81661640000002,0
1G5,Freedom,Medina,OH,41.13144444,-81.76491667,0
1G6,Michael,Cicero,NY,43.18166667,-76.12777778,0
1H0,Creve Coeur,St Louis,MO,38.72752,-90.50830417,0
1H2,Effingham County Memorial,Effingham,IL,39.07045083,-88.53351972,0
1H3,Linn State Tech. College,Linn,MO,38.47149444,-91.81531667,0
1H8,Casey Municipal,Casey,IL,39.30250917,-88.00406194,0
1I5,Freehold,Freehold,NY,42.36425,-74.06596806,0
1I9,Delphi Municipal,Delphi,IN,40.54281417,-86.68167194,0
1J0,Tri-County,Bonifay,FL,30.84577778,-85.60138889,0
1K2,Lindsay Municipal,Lindsay,OK,34.85007333,-97.58642028,0
1K4,David J. Perry,Goldsby,OK,35.1550675,-97.47039389,0
1K5,Waynoka Municipal,Waynoka,OK,36.56670028,-98.85231333,0
1K9,Satanta Municipal,Satanta,KS,37.45419111,-100.99211190000001,0
1L0,St. John the Baptist Parish,Reserve,LA,30.08720833,-90.58266528,0
1L1,Lincoln Co,Panaca,NV,37.78746444,-114.4216567,0
1L7,Escalante Municipal,Escalante,UT,37.74532639,-111.5701653,0
1L9,Parowan,Parowan,UT,37.85969694,-112.816055,0
1M1,North Little Rock Municipal,No Lit Rock,AR,34.83398056,-92.25792778,0
1M2,Belzoni Municipal,Belzoni,MS,33.14518056,-90.51528472,0
1M4,Posey,Haleyville,AL,34.28034806,-87.60044139,0
1M5,Portland Municipal,Portland,TN,36.59287528,-86.47691028,0
1M7,Fulton,Fulton,KY,36.52589417,-88.91561611,0
1MO,Mountain Grove Memorial,Mountain Grove,MO,37.12071889,-92.311245,0
1N2,Spadaro,East Moriches,NY,40.82787639,-72.74871083,0
1N4,Woodbine Muni,Woodbine,NJ,39.21915,-74.794765,0
1N7,Blairstown,Blairstown,NJ,40.97114556,-74.99747556,0
1N9,Allentown Queen City Muni,Allentown,PA,40.57027778,-75.48830556,0
1ND3,Hamry,Kindred,ND,46.6485775,-97.00564306,0
1O1,Grandfield Municipal,Grandfield,OK,34.23758944,-98.74200917,0
1O2,Lampson,Lakeport,CA,38.99017472,-122.89971750000001,0
1O3,Lodi,Lodi,CA,38.20241667,-121.26841670000002,0
1O4,Thomas Municipal,Thomas,OK,35.73338222,-98.73063833,0
1O6,Dunsmuir Municipal-Mott,Dunsmuir,CA,41.26320889,-122.2719528,0
1R1,Jena,Jena,LA,31.671004999999997,-92.15846722,0
1R7,Brookhaven-Lincoln County,Brookhaven,MS,31.6058475,-90.40931583,0
1R8,Bay Minette Municipal,Bay Minette,AL,30.87046278,-87.81738167,0
1S0,Pierce County,Puyallup,WA,47.10391667,-122.28719440000002,0
1S3,Tillitt,Forsyth,MT,46.27110639,-106.6239206,0
1S5,Sunnyside Municipal,Sunnyside,WA,46.32763139,-119.97059640000002,0
1S6,Priest River Muni,Priest River,ID,48.19018611,-116.90936440000002,0
1U7,Bear Lake County,Paris,ID,42.24714972,-111.33826,0
1V0,Navajo State Park,Navajo Dam,NM,36.80833833,-107.65144440000002,0
1V2,Grant County,Hyannis,NE,42.00942944,-101.7693439,0
1V5,Boulder Muni,Boulder,CO,40.03942972,-105.2258217,0
1V6,Fremont County,Canon City,CO,38.42838111,-105.1054994,0
1V9,Blake,Delta,CO,38.78539722,-108.0636611,0
20A,Robbins,Oneonta,AL,33.97231972,-86.37942722,0
20M,Macon Municipal,Macon,MS,33.13345889,-88.53559806,0
20N,Kingston-Ulster,Kingston,NY,41.9852525,-73.96409722,0
20U,Beach,Beach,ND,46.92362444,-103.9785389,0
20V,McElroy Airfield,Kremmling,CO,40.05367972,-106.3689467,0
21D,Lake Elmo,St Paul,MN,44.99748861,-92.85568111,0
21F,Jacksboro Municipal,Jacksboro,TX,33.228725,-98.14671083,0
22B,Mountain Meadow Airstrip,Burlington,CT,41.77287528,-73.01121667,0
22I,Vinton County,McArthur,OH,39.328125,-82.44182167,0
22M,Pontotoc County,Pontotoc,MS,34.27593833,-89.03839694,0
22N,Carbon Cty-Jake Arner Memorial,Lehighton,PA,40.80950889,-75.76149639,0
23J,Herlong,Jacksonville,FL,30.27778889,-81.80594722,0
